@relation BasicAgentAAtraining-data-weka.filters.unsupervised.attribute.Remove-R36

@attribute ghostDirection1 {None,South,North,West,East}
@attribute ghostDirection2 {None,South,North,West,East}
@attribute ghostDirection3 {None,South,North,West,East}
@attribute ghostDirection4 {None,South,North,West,East}
@attribute aliveGhost {1111,1110,1100,1101,1011,1001,1010,1000,111,110,101,100,11,10,1,0}
@attribute distanceGhost1 numeric
@attribute distanceGhost2 numeric
@attribute distanceGhost3 numeric
@attribute distanceGhost4 numeric
@attribute minimap1 {W,E,G}
@attribute minimap2 {W,E,G}
@attribute minimap3 {W,E,G}
@attribute minimap4 {W,E,G}
@attribute minimap5 {W,E,G}
@attribute minimap6 {W,E,G}
@attribute minimap7 {W,E,G}
@attribute minimap8 {W,E,G}
@attribute minimap9 {W,E,G}
@attribute minimap10 {W,E,G}
@attribute minimap11 {W,E,G}
@attribute minimap12 {W,E,G}
@attribute minimap13 {W,E,G}
@attribute minimap14 {W,E,G}
@attribute minimap15 {W,E,G}
@attribute minimap16 {W,E,G}
@attribute minimap17 {W,E,G}
@attribute minimap18 {W,E,G}
@attribute minimap19 {W,E,G}
@attribute minimap20 {W,E,G}
@attribute minimap21 {W,E,G}
@attribute minimap22 {W,E,G}
@attribute minimap23 {W,E,G}
@attribute minimap24 {W,E,G}
@attribute minimap25 {W,E,G}
@attribute action {Stop,South,North,West,East}

@data
North,North,East,East,0,7,5,16,21,W,W,W,W,W,E,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,E,E,E,E,East
North,North,East,East,0,8,4,15,20,W,W,W,W,W,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,E,E,E,E,E,South
North,North,East,East,0,9,5,16,21,W,E,W,E,W,W,W,W,W,W,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,West
North,North,East,East,0,8,6,17,22,E,W,E,W,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,W,E,E,W,W,W,North
North,North,East,East,0,7,5,16,21,W,W,W,W,W,E,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,E,E,E,E,East
North,North,East,East,0,8,4,15,20,W,W,W,W,W,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,E,E,E,E,E,South
North,North,East,East,0,9,5,16,21,W,E,W,E,W,W,W,W,W,W,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,West
North,North,East,East,0,8,6,17,22,E,W,E,W,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,W,E,E,W,W,W,North
North,North,East,East,0,7,5,16,21,W,W,W,W,W,E,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,E,E,E,E,East
North,North,East,East,0,8,4,15,20,W,W,W,W,W,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,E,E,E,E,E,South
North,North,East,East,0,9,5,16,21,W,E,W,E,W,W,W,W,W,W,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,West
North,North,East,East,0,8,6,17,22,E,W,E,W,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,W,E,E,W,W,W,North
North,North,East,East,0,7,5,16,21,W,W,W,W,W,E,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,E,E,E,E,East
North,North,East,East,0,8,4,15,20,W,W,W,W,W,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,E,E,E,E,E,South
North,North,East,East,0,9,5,16,21,W,E,W,E,W,W,W,W,W,W,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,West
North,North,East,East,0,8,6,17,22,E,W,E,W,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,W,E,E,W,W,W,North
North,North,East,East,0,7,5,16,21,W,W,W,W,W,E,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,E,E,E,E,East
North,North,East,East,0,8,4,15,20,W,W,W,W,W,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,E,E,E,E,E,South
North,North,East,East,0,9,5,16,21,W,E,W,E,W,W,W,W,W,W,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,East
North,North,East,East,0,10,6,15,20,E,W,E,W,E,W,W,W,W,W,E,E,E,E,E,E,E,W,E,E,W,W,W,E,E,East
North,North,East,East,0,11,7,14,19,W,E,W,E,W,W,W,W,W,W,E,E,E,E,E,E,W,E,E,E,W,W,E,E,E,North
North,North,East,East,0,10,6,13,18,W,W,W,W,W,E,E,E,E,E,E,W,E,E,E,W,W,E,E,E,E,E,E,E,E,North
North,North,East,East,0,9,5,12,17,E,E,E,E,E,E,W,E,E,E,W,W,E,E,E,E,E,E,E,E,W,W,E,E,E,North
North,North,East,East,0,8,4,11,16,E,W,E,E,E,W,W,E,E,E,E,E,E,E,E,W,W,E,E,E,G,W,E,E,E,North
North,North,East,East,0,7,3,10,15,W,W,E,E,E,E,E,E,E,E,W,W,E,E,E,G,W,E,E,E,E,E,E,E,E,North
North,West,East,East,0,6,2,9,14,E,E,E,E,E,W,W,E,E,E,G,W,E,E,E,E,E,E,E,E,W,W,W,W,W,East
North,West,East,East,0,7,3,8,13,E,E,E,E,E,W,E,E,E,E,W,E,E,E,E,E,E,E,E,E,W,W,W,W,W,South
North,North,East,East,0,8,4,9,14,W,E,E,E,E,E,E,E,E,E,W,E,E,E,E,W,E,E,E,E,E,E,E,E,E,West
North,North,East,East,0,7,3,10,15,W,W,E,E,E,E,E,E,E,E,W,W,E,E,E,G,W,E,E,E,E,E,E,E,E,North
North,West,East,East,0,6,2,9,14,E,E,E,E,E,W,W,E,E,E,G,W,E,E,E,E,E,E,E,E,W,W,W,W,W,North
West,South,East,East,0,5,3,10,13,W,W,E,E,E,G,W,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
West,South,East,East,0,4,2,11,14,W,W,W,E,E,E,G,W,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
West,South,East,East,0,3,1,12,15,E,W,W,W,E,E,E,G,W,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,South
North,None,East,East,100,4,1000,11,16,E,E,E,E,E,E,W,W,W,E,E,E,E,W,E,E,E,E,E,E,W,W,W,W,W,West
North,None,East,East,100,3,1000,12,17,E,E,E,E,E,E,E,W,W,W,E,E,E,E,W,G,E,E,E,E,W,W,W,W,W,North
West,None,East,East,100,2,1000,13,16,E,E,W,W,W,E,E,E,E,W,G,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
West,None,East,East,100,1,1000,14,17,W,E,E,W,W,W,E,E,E,E,W,G,E,E,E,W,W,W,W,W,W,W,W,W,W,West
None,None,East,East,1100,1000,1000,15,18,W,W,E,E,W,W,W,E,E,E,W,W,E,E,E,W,W,W,W,W,W,W,W,W,W,South
None,None,East,East,1100,1000,1000,14,19,W,W,E,E,E,W,W,E,E,W,W,W,E,E,E,W,W,E,E,E,W,W,W,W,W,East
None,None,East,East,1100,1000,1000,13,18,W,E,E,E,E,W,E,E,W,W,W,E,E,E,E,W,E,E,E,E,W,W,W,W,W,East
None,None,East,East,1100,1000,1000,12,17,E,E,E,E,E,E,E,W,W,W,E,E,E,E,W,E,E,E,E,E,W,W,W,W,W,East
None,None,East,East,1100,1000,1000,11,16,E,E,E,E,E,E,W,W,W,E,E,E,E,W,E,E,E,E,E,E,W,W,W,W,W,North
None,None,East,East,1100,1000,1000,12,15,E,W,W,W,E,E,E,E,W,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
None,None,East,East,1100,1000,1000,11,14,W,W,W,E,E,E,E,W,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
None,None,East,East,1100,1000,1000,10,13,W,W,E,E,E,E,W,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
None,None,East,East,1100,1000,1000,9,12,W,E,E,E,E,W,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
None,None,East,East,1100,1000,1000,8,11,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
None,None,East,East,1100,1000,1000,7,10,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
None,None,East,East,1100,1000,1000,6,9,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
None,None,East,East,1100,1000,1000,5,8,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
None,None,East,East,1100,1000,1000,4,7,E,E,E,E,W,E,E,E,E,W,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
None,None,East,East,1100,1000,1000,3,6,E,E,E,W,W,E,E,E,W,G,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
None,None,East,East,1100,1000,1000,2,5,E,E,W,W,W,E,E,W,G,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
None,None,South,East,1100,1000,1000,1,4,E,W,W,W,E,E,W,G,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,South
None,None,None,East,1110,1000,1000,1000,5,E,E,E,E,E,E,W,W,W,E,E,W,E,E,E,E,E,E,E,E,W,W,W,W,W,East
None,None,None,East,1110,1000,1000,1000,4,E,E,E,E,E,W,W,W,E,E,W,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East
None,None,None,East,1110,1000,1000,1000,3,E,E,E,E,E,W,W,E,E,E,E,E,E,E,E,E,E,E,E,G,W,W,W,W,W,East
None,None,None,North,1110,1000,1000,1000,2,E,E,E,E,W,W,E,E,E,W,E,E,E,E,W,E,E,E,G,W,W,W,W,W,W,North
South,North,East,East,0,8,8,7,8,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
South,North,East,East,0,9,9,6,7,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
South,North,East,East,0,10,10,5,6,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,E,E,E,E,W,East
South,North,North,East,0,11,11,4,5,E,E,E,E,W,E,E,E,E,W,E,E,E,E,E,E,E,E,W,W,E,E,E,W,G,North
South,North,East,East,0,12,10,3,6,E,E,E,E,W,E,E,E,E,E,E,E,E,W,W,E,E,E,W,G,E,E,E,E,E,North
South,West,East,East,0,13,9,2,7,E,E,E,E,E,E,E,E,W,W,E,E,E,W,G,E,E,E,E,E,W,W,W,W,W,West
South,West,East,East,0,12,8,3,8,E,E,E,E,E,E,E,E,E,W,E,E,E,E,W,E,E,E,E,E,W,W,W,W,W,West
South,West,East,East,0,11,7,4,9,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,North
South,South,East,East,0,12,8,5,10,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
South,South,East,East,0,13,9,4,9,E,E,E,E,W,E,E,E,E,W,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
South,South,East,East,0,14,10,3,8,E,E,E,W,W,E,E,E,W,G,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
South,South,East,East,0,15,11,2,7,E,E,W,W,W,E,E,W,G,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
South,South,South,East,0,16,12,1,6,E,W,W,W,E,E,W,G,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,South
South,West,None,East,10,15,11,1000,5,E,E,E,E,E,E,W,W,W,E,E,W,E,E,E,E,E,E,E,E,W,W,W,W,W,East
South,West,None,South,10,16,12,1000,4,E,E,E,E,E,W,W,W,E,E,W,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East
South,West,None,West,10,17,13,1000,5,E,E,E,E,E,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,South
South,North,None,West,10,16,14,1000,4,W,W,W,E,E,E,E,E,E,E,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,South
South,North,None,West,10,15,15,1000,3,W,G,E,E,E,W,W,W,E,E,E,E,E,E,E,W,W,E,E,E,E,E,E,E,E,West
South,North,None,South,10,14,14,1000,2,E,W,G,E,E,E,W,W,W,E,E,E,E,E,E,W,W,W,E,E,W,E,E,E,E,West
South,North,None,East,10,13,13,1000,3,E,E,W,G,E,E,E,W,W,W,E,E,E,E,E,E,W,W,W,E,E,W,E,E,E,West
South,North,None,East,10,12,12,1000,4,E,E,E,W,G,E,E,E,W,W,E,E,E,E,E,E,E,W,W,W,E,E,W,E,E,South
South,North,None,East,10,11,13,1000,3,E,E,E,E,E,E,E,E,W,G,E,E,E,W,W,E,E,E,E,E,E,E,W,W,W,South
West,North,None,East,10,10,14,1000,2,W,W,W,W,W,E,E,E,E,E,E,E,E,W,G,E,E,E,W,W,E,E,E,E,E,West
West,North,None,East,10,9,13,1000,3,W,W,W,W,W,E,E,E,E,E,E,E,E,E,W,E,E,E,E,W,E,E,E,E,E,West
West,North,None,East,10,8,12,1000,4,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,South
North,North,None,East,10,9,13,1000,5,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
North,North,None,East,10,10,14,1000,4,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,W,E,E,E,E,W,East
North,North,None,East,10,11,15,1000,3,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,W,G,E,E,E,W,W,East
North,North,None,North,10,12,16,1000,2,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,W,G,E,E,E,W,W,W,East
North,North,None,North,10,13,17,1000,1,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,W,G,E,E,E,W,W,W,E,North
West,North,None,None,11,12,16,1000,1000,W,W,W,W,W,E,E,E,E,E,E,W,E,E,E,E,W,W,W,E,E,E,E,E,E,East
West,North,None,None,11,13,17,1000,1000,W,W,W,W,W,E,E,E,E,E,W,E,E,E,E,W,W,W,E,E,E,E,E,E,E,South
North,North,None,None,11,14,18,1000,1000,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,W,E,E,E,E,W,W,W,E,E,West
North,North,None,None,11,13,17,1000,1000,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,W,E,E,E,E,W,W,W,E,North
West,North,None,None,11,12,16,1000,1000,W,W,W,W,W,E,E,E,E,E,E,W,E,E,E,E,W,W,W,E,E,E,E,E,E,East
West,North,None,None,11,13,17,1000,1000,W,W,W,W,W,E,E,E,E,E,W,E,E,E,E,W,W,W,E,E,E,E,E,E,E,East
West,North,None,None,11,14,18,1000,1000,W,W,W,W,W,E,E,E,E,W,E,E,E,E,W,W,W,E,E,W,E,E,E,E,W,South
North,North,None,None,11,15,19,1000,1000,W,W,W,W,W,W,W,W,W,W,E,E,E,E,W,E,E,E,E,W,W,W,E,E,W,West
North,North,None,None,11,14,18,1000,1000,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,W,E,E,E,E,W,W,W,E,E,North
West,North,None,None,11,13,17,1000,1000,W,W,W,W,W,E,E,E,E,E,W,E,E,E,E,W,W,W,E,E,E,E,E,E,E,West
West,North,None,None,11,12,16,1000,1000,W,W,W,W,W,E,E,E,E,E,E,W,E,E,E,E,W,W,W,E,E,E,E,E,E,South
North,North,None,None,11,13,17,1000,1000,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,W,E,E,E,E,W,W,W,E,West
North,North,None,None,11,12,16,1000,1000,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,W,E,E,E,E,W,W,W,West
North,North,None,None,11,11,15,1000,1000,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,W,E,E,E,E,W,W,North
West,North,None,None,11,10,14,1000,1000,W,W,W,W,W,E,E,E,E,E,E,E,E,W,E,E,E,E,W,W,E,E,E,E,E,West
West,North,None,None,11,9,13,1000,1000,W,W,W,W,W,E,E,E,E,E,E,E,E,E,W,E,E,E,E,W,E,E,E,E,E,West
West,North,None,None,11,8,12,1000,1000,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
West,North,None,None,11,7,11,1000,1000,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
West,North,None,None,11,6,10,1000,1000,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
West,North,None,None,11,5,9,1000,1000,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
West,North,None,None,11,4,8,1000,1000,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
West,North,None,None,11,3,7,1000,1000,W,W,W,W,W,E,E,E,E,E,W,E,E,E,E,W,E,E,E,E,E,E,E,E,E,West
West,North,None,None,11,2,6,1000,1000,W,W,W,W,W,E,E,E,E,E,G,W,E,E,E,W,W,E,E,E,E,E,E,E,E,North
South,North,None,None,11,3,5,1000,1000,E,E,E,E,E,G,W,E,E,E,W,W,E,E,E,E,E,E,E,E,W,W,E,E,E,North
South,North,None,None,11,4,4,1000,1000,G,W,E,E,E,W,W,E,E,E,E,E,E,E,E,W,W,E,E,E,G,W,E,E,E,West
West,North,None,None,11,3,3,1000,1000,E,G,W,E,E,W,W,W,E,E,E,E,E,E,E,W,W,W,E,E,E,G,W,E,E,West
South,North,None,None,11,2,2,1000,1000,E,E,G,W,E,E,W,W,W,E,E,E,E,E,E,E,W,W,W,E,E,E,G,W,E,West
East,North,None,None,11,3,3,1000,1000,E,E,E,G,W,E,E,W,W,W,E,E,E,E,E,E,E,W,W,W,E,E,E,G,W,West
East,North,None,None,11,4,4,1000,1000,W,E,E,E,G,W,E,E,W,W,W,E,E,E,E,W,E,E,W,W,W,E,E,E,G,South
East,North,None,None,11,3,5,1000,1000,W,E,E,E,E,W,E,E,E,G,W,E,E,W,W,W,E,E,E,E,W,E,E,W,W,South
East,North,None,None,11,2,6,1000,1000,W,W,W,W,W,W,E,E,E,E,W,E,E,E,G,W,E,E,W,W,W,E,E,E,E,East
East,North,None,None,11,1,5,1000,1000,W,W,W,W,W,E,E,E,E,E,E,E,E,G,W,E,E,W,W,W,E,E,E,E,E,East
None,North,None,None,1011,1000,4,1000,1000,W,W,W,W,W,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,E,E,E,E,E,South
None,North,None,None,1011,1000,5,1000,1000,W,E,W,G,W,W,W,W,W,W,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,West
None,North,None,None,1011,1000,6,1000,1000,G,W,E,W,G,W,W,W,W,W,E,E,E,E,E,E,E,E,E,W,E,E,W,W,W,North
None,North,None,None,1011,1000,5,1000,1000,W,W,W,W,W,E,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,E,E,E,E,East
None,North,None,None,1011,1000,4,1000,1000,W,W,W,W,W,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,E,E,E,E,E,South
None,North,None,None,1011,1000,5,1000,1000,W,E,W,G,W,W,W,W,W,W,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,West
None,North,None,None,1011,1000,6,1000,1000,G,W,E,W,G,W,W,W,W,W,E,E,E,E,E,E,E,E,E,W,E,E,W,W,W,North
None,North,None,None,1011,1000,5,1000,1000,W,W,W,W,W,E,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,E,E,E,E,East
None,North,None,None,1011,1000,4,1000,1000,W,W,W,W,W,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,E,E,E,E,E,South
None,North,None,None,1011,1000,5,1000,1000,W,E,W,G,W,W,W,W,W,W,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,West
None,North,None,None,1011,1000,6,1000,1000,G,W,E,W,G,W,W,W,W,W,E,E,E,E,E,E,E,E,E,W,E,E,W,W,W,North
None,North,None,None,1011,1000,5,1000,1000,W,W,W,W,W,E,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,E,E,E,E,East
None,North,None,None,1011,1000,4,1000,1000,W,W,W,W,W,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,E,E,E,E,E,South
None,North,None,None,1011,1000,5,1000,1000,W,E,W,G,W,W,W,W,W,W,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,West
None,North,None,None,1011,1000,6,1000,1000,G,W,E,W,G,W,W,W,W,W,E,E,E,E,E,E,E,E,E,W,E,E,W,W,W,North
None,North,None,None,1011,1000,5,1000,1000,W,W,W,W,W,E,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,E,E,E,E,East
None,North,None,None,1011,1000,4,1000,1000,W,W,W,W,W,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,E,E,E,E,E,South
None,North,None,None,1011,1000,5,1000,1000,W,E,W,G,W,W,W,W,W,W,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,East
None,North,None,None,1011,1000,6,1000,1000,E,W,G,W,G,W,W,W,W,W,E,E,E,E,E,E,E,W,E,E,W,W,W,E,E,East
None,North,None,None,1011,1000,7,1000,1000,W,G,W,G,W,W,W,W,W,W,E,E,E,E,E,E,W,E,E,E,W,W,E,E,E,North
None,North,None,None,1011,1000,6,1000,1000,W,W,W,W,W,E,E,E,E,E,E,W,E,E,E,W,W,E,E,E,E,E,E,E,E,North
None,North,None,None,1011,1000,5,1000,1000,E,E,E,E,E,E,W,E,E,E,W,W,E,E,E,E,E,E,E,E,W,W,E,E,E,North
None,North,None,None,1011,1000,4,1000,1000,E,W,E,E,E,W,W,E,E,E,E,E,E,E,E,W,W,E,E,E,G,W,E,E,E,North
None,North,None,None,1011,1000,3,1000,1000,W,W,E,E,E,E,E,E,E,E,W,W,E,E,E,G,W,E,E,E,E,E,E,E,E,North
None,West,None,None,1011,1000,2,1000,1000,E,E,E,E,E,W,W,E,E,E,G,W,E,E,E,E,E,E,E,E,W,W,W,W,W,North
None,South,None,None,1011,1000,3,1000,1000,W,W,E,E,E,G,W,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
None,South,None,None,1011,1000,2,1000,1000,W,W,W,E,E,E,G,W,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
North,North,North,East,0,7,11,10,7,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,North
South,North,East,East,0,7,11,9,7,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
South,North,East,East,0,6,10,11,7,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,South
West,North,East,East,0,4,10,12,9,E,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
West,North,East,East,0,3,9,14,9,W,E,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
West,North,East,East,0,2,7,16,11,E,W,E,W,W,W,W,W,W,W,G,E,E,E,E,W,E,E,E,E,W,E,E,E,E,West
West,North,East,East,0,2,7,16,12,W,E,W,E,W,W,W,W,W,W,G,E,E,E,E,E,W,E,E,E,W,W,E,E,E,West
West,North,East,East,0,2,7,16,13,E,W,E,W,E,W,W,W,W,W,G,E,E,E,E,E,E,W,E,E,W,W,W,E,E,West
West,North,East,East,0,1,9,16,13,W,E,W,E,W,W,W,W,W,W,E,G,E,E,E,E,E,E,W,E,E,W,W,W,E,West
None,North,East,East,1000,1000,11,18,14,G,W,E,W,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,W,E,E,W,W,W,North
None,North,East,East,1000,1000,9,16,16,W,W,W,W,W,E,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,E,E,E,E,East
None,North,East,East,1000,1000,9,15,14,W,W,W,W,W,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,E,E,E,E,E,South
None,North,East,East,1000,1000,9,17,14,W,E,W,E,W,W,W,W,W,W,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,East
None,North,East,East,1000,1000,7,15,12,E,W,E,W,E,W,W,W,W,W,E,E,E,E,E,E,E,W,E,E,W,W,W,E,E,East
None,North,East,East,1000,1000,5,15,12,W,E,W,E,W,W,W,W,W,W,E,E,E,E,E,E,W,E,E,E,W,W,E,E,E,North
None,North,East,East,1000,1000,5,14,12,W,W,W,W,W,E,E,E,E,E,E,W,E,E,E,W,W,E,E,E,E,E,E,E,E,North
None,North,East,East,1000,1000,5,14,14,E,E,E,E,E,E,W,E,E,E,W,W,E,E,E,E,E,E,E,E,W,W,E,E,E,North
None,East,East,East,1000,1000,5,12,14,E,W,E,E,E,W,W,E,E,E,E,E,E,E,E,W,W,E,E,E,E,W,E,E,E,East
None,North,East,East,1000,1000,3,11,12,W,E,E,E,E,W,E,E,E,E,E,E,E,E,E,W,E,E,E,E,W,E,E,G,E,North
None,North,East,East,1000,1000,2,10,14,W,E,E,E,E,E,E,E,E,E,W,E,E,E,E,W,E,E,G,E,E,E,E,E,E,North
None,East,East,East,1000,1000,1,10,14,E,E,E,E,E,W,E,E,E,E,W,E,E,G,E,E,E,E,E,E,W,W,W,W,W,East
None,None,East,East,1100,1000,1000,9,13,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East
None,None,East,East,1100,1000,1000,7,13,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East
None,None,East,East,1100,1000,1000,7,12,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East
None,None,East,East,1100,1000,1000,6,12,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East
None,None,East,East,1100,1000,1000,6,10,E,E,E,E,E,E,E,E,E,W,E,E,E,E,W,E,E,E,E,E,W,W,W,W,W,East
None,None,East,East,1100,1000,1000,6,10,E,E,E,E,E,E,E,E,W,W,E,E,E,W,E,E,E,E,E,E,W,W,W,W,W,North
None,None,East,East,1100,1000,1000,5,12,E,E,E,W,W,E,E,E,W,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
None,None,East,East,1100,1000,1000,3,11,E,E,W,W,W,E,E,W,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
None,None,East,East,1100,1000,1000,1,9,E,W,W,W,E,E,W,E,E,E,E,E,E,G,E,W,W,W,W,W,W,W,W,W,W,East
None,None,None,East,1110,1000,1000,1000,8,W,W,W,E,E,W,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
None,None,None,East,1110,1000,1000,1000,6,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
None,None,None,East,1110,1000,1000,1000,5,W,E,E,E,W,E,E,E,E,W,E,E,E,E,W,W,W,W,W,W,W,W,W,W,W,East
None,None,None,South,1110,1000,1000,1000,4,E,E,E,W,W,E,E,E,W,W,E,E,E,W,W,W,W,W,W,W,W,W,W,W,W,South
None,None,None,South,1110,1000,1000,1000,2,E,E,E,W,W,E,E,E,W,W,E,E,E,W,W,E,E,E,W,W,W,W,W,W,W,South
None,None,None,South,1110,1000,1000,1000,2,W,E,E,W,W,E,E,G,W,W,E,E,E,W,W,E,E,E,W,W,E,E,E,W,W,South
North,North,North,East,0,10,11,10,10,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,North
North,North,East,East,0,10,10,9,9,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
