@relation 'BasicAgentAAtraining-data-weka.filters.unsupervised.attribute.Remove-R10,40-43,45-weka.filters.unsupervised.attribute.Remove-R35-38'

@attribute ghostVector1x numeric
@attribute ghostVector1y numeric
@attribute ghostVector2x numeric
@attribute ghostVector2y numeric
@attribute ghostVector3x numeric
@attribute ghostVector3y numeric
@attribute ghostVector4x numeric
@attribute ghostVector4y numeric
@attribute aliveGhost {1111,1110,1100,1101,1011,1001,1010,1000,111,110,101,100,11,10,1,0}
@attribute minimap1 {W,E,G}
@attribute minimap2 {W,E,G}
@attribute minimap3 {W,E,G}
@attribute minimap4 {W,E,G}
@attribute minimap5 {W,E,G}
@attribute minimap6 {W,E,G}
@attribute minimap7 {W,E,G}
@attribute minimap8 {W,E,G}
@attribute minimap9 {W,E,G}
@attribute minimap10 {W,E,G}
@attribute minimap11 {W,E,G}
@attribute minimap12 {W,E,G}
@attribute minimap13 {W,E,G}
@attribute minimap14 {W,E,G}
@attribute minimap15 {W,E,G}
@attribute minimap16 {W,E,G}
@attribute minimap17 {W,E,G}
@attribute minimap18 {W,E,G}
@attribute minimap19 {W,E,G}
@attribute minimap20 {W,E,G}
@attribute minimap21 {W,E,G}
@attribute minimap22 {W,E,G}
@attribute minimap23 {W,E,G}
@attribute minimap24 {W,E,G}
@attribute minimap25 {W,E,G}
@attribute action {Stop,South,North,West,East}

@data
-11,1,-11,5,-11,1,1,1,10,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,W,G,E,E,E,W,W,W,East
-12,1,-12,5,-12,1,0,1,10,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,W,G,E,E,E,W,W,W,E,North
-12,0,-12,4,-12,0,-12,0,11,W,W,W,W,W,E,E,E,E,E,E,W,E,E,E,E,W,W,W,E,E,E,E,E,E,East
-13,0,-13,4,-13,0,-13,0,11,W,W,W,W,W,E,E,E,E,E,W,E,E,E,E,W,W,W,E,E,E,E,E,E,E,East
-14,0,-14,4,-14,0,-14,0,11,W,W,W,W,W,E,E,E,E,W,E,E,E,E,W,W,W,E,E,W,E,E,E,E,W,North
-14,-1,-14,3,-14,-1,-14,-1,11,E,E,E,E,W,E,E,E,E,W,W,W,E,E,W,E,E,E,E,W,W,E,E,E,W,East
-15,-1,-15,3,-15,-1,-15,-1,11,E,E,E,W,W,E,E,E,W,W,W,E,E,W,W,E,E,E,W,W,E,E,E,W,W,South
-15,0,-15,4,-15,0,-15,0,11,W,W,W,W,W,E,E,E,W,W,E,E,E,W,W,W,E,E,W,W,E,E,E,W,W,West
-14,0,-14,4,-14,0,-14,0,11,W,W,W,W,W,E,E,E,E,W,E,E,E,E,W,W,W,E,E,W,E,E,E,E,W,West
-13,0,-13,4,-13,0,-13,0,11,W,W,W,W,W,E,E,E,E,E,W,E,E,E,E,W,W,W,E,E,E,E,E,E,E,West
-12,0,-12,4,-12,0,-12,0,11,W,W,W,W,W,E,E,E,E,E,E,W,E,E,E,E,W,W,W,E,E,E,E,E,E,South
-12,1,-12,5,-12,1,-12,1,11,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,W,E,E,E,E,W,W,W,E,West
-11,1,-11,5,-11,1,-11,1,11,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,W,E,E,E,E,W,W,W,West
-10,1,-10,5,-10,1,-10,1,11,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,W,E,E,E,E,W,W,North
-10,0,-10,4,-10,0,-10,0,11,W,W,W,W,W,E,E,E,E,E,E,E,E,W,E,E,E,E,W,W,E,E,E,E,E,West
-9,0,-9,4,-9,0,-9,0,11,W,W,W,W,W,E,E,E,E,E,E,E,E,E,W,E,E,E,E,W,E,E,E,E,E,West
-8,0,-8,4,-8,0,-8,0,11,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
-7,0,-7,4,-7,0,-7,0,11,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
-6,0,-6,4,-6,0,-6,0,11,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
-5,0,-5,4,-5,0,-5,0,11,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
-4,0,-4,4,-4,0,-4,0,11,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
-3,0,-3,4,-3,0,-3,0,11,W,W,W,W,W,E,E,E,E,E,W,E,E,E,E,W,E,E,E,E,E,E,E,E,E,West
-2,0,-2,4,-2,0,-2,0,11,W,W,W,W,W,E,E,E,E,E,G,W,E,E,E,W,W,E,E,E,E,E,E,E,E,South
-2,1,-2,5,-2,1,-2,1,11,W,G,W,G,W,W,W,W,W,W,E,E,E,E,E,G,W,E,E,E,W,W,E,E,E,West
-1,1,-1,5,-1,1,-1,1,11,E,W,G,W,G,W,W,W,W,W,E,E,E,E,E,E,G,W,E,E,W,W,W,E,E,West
0,1,0,5,0,1,0,1,11,W,E,W,G,W,W,W,W,W,W,E,E,E,E,E,E,E,G,W,E,E,W,W,W,E,North
0,4,0,4,0,4,0,4,1011,W,W,W,W,W,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,E,E,E,E,E,West
1,4,1,4,1,4,1,4,1011,W,W,W,W,W,E,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,E,E,E,E,South
1,5,1,5,1,5,1,5,1011,G,W,E,W,G,W,W,W,W,W,E,E,E,E,E,E,E,E,E,W,E,E,W,W,W,East
0,5,0,5,0,5,0,5,1011,W,E,W,G,W,W,W,W,W,W,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,North
0,4,0,4,0,4,0,4,1011,W,W,W,W,W,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,E,E,E,E,E,West
1,4,1,4,1,4,1,4,1011,W,W,W,W,W,E,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,E,E,E,E,South
1,5,1,5,1,5,1,5,1011,G,W,E,W,G,W,W,W,W,W,E,E,E,E,E,E,E,E,E,W,E,E,W,W,W,East
0,5,0,5,0,5,0,5,1011,W,E,W,G,W,W,W,W,W,W,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,North
0,4,0,4,0,4,0,4,1011,W,W,W,W,W,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,E,E,E,E,E,West
1,4,1,4,1,4,1,4,1011,W,W,W,W,W,E,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,E,E,E,E,South
1,5,1,5,1,5,1,5,1011,G,W,E,W,G,W,W,W,W,W,E,E,E,E,E,E,E,E,E,W,E,E,W,W,W,East
0,5,0,5,0,5,0,5,1011,W,E,W,G,W,W,W,W,W,W,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,North
0,4,0,4,0,4,0,4,1011,W,W,W,W,W,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,E,E,E,E,E,West
1,4,1,4,1,4,1,4,1011,W,W,W,W,W,E,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,E,E,E,E,West
2,4,2,4,2,4,2,4,1011,W,W,W,W,W,W,E,E,E,E,W,E,E,E,E,W,E,E,W,W,W,E,E,E,E,North
2,3,2,3,2,3,2,3,1011,W,E,E,E,E,W,E,E,E,E,W,E,E,W,W,W,E,E,E,E,W,E,E,W,W,North
2,2,2,2,2,2,2,2,1011,W,E,E,E,E,W,E,E,W,W,W,E,E,E,E,W,E,E,W,W,W,E,E,E,G,North
2,1,2,1,2,1,2,1,1011,W,E,E,W,W,W,E,E,E,E,W,E,E,W,W,W,E,E,E,G,W,E,E,E,E,North
2,0,2,0,2,0,2,0,1011,W,E,E,E,E,W,E,E,W,W,W,E,E,E,G,W,E,E,E,E,W,W,W,W,W,East
-6,1,-6,5,5,5,6,1,0,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,North
-6,0,-6,4,6,4,6,0,0,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
-5,0,-5,5,7,5,7,-1,0,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
-4,-1,-3,5,9,5,8,-1,0,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,South
-3,0,-3,6,10,6,8,1,0,W,E,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
-1,0,-3,6,10,6,9,0,0,E,W,E,W,W,W,W,W,W,W,E,G,E,E,E,W,E,E,E,E,W,E,E,E,E,West
-2,6,-2,6,12,6,10,1,1000,W,E,W,E,W,W,W,W,W,W,E,E,E,E,E,E,W,E,E,E,W,W,E,E,E,North
-2,4,-2,4,12,5,10,0,1000,W,W,W,W,W,E,E,E,E,E,E,W,E,E,E,W,W,E,E,E,E,E,E,E,E,North
-2,3,-2,3,12,3,10,-2,1000,E,E,E,E,E,E,W,E,E,E,W,W,E,E,E,E,E,E,E,E,W,W,E,E,E,North
-2,3,-2,3,11,2,10,-2,1000,E,W,E,E,E,W,W,E,E,E,E,E,E,E,E,W,W,E,E,E,E,W,E,E,E,North
-1,2,-1,2,11,1,10,-3,1000,W,W,E,E,E,E,E,E,E,E,W,W,E,E,E,E,W,E,E,E,E,G,E,E,E,North
0,1,0,1,11,0,11,-4,1000,E,E,E,E,E,W,W,E,E,E,E,W,E,E,E,E,E,G,E,E,W,W,W,W,W,North
11,-1,11,-1,11,-1,12,-5,1100,W,W,E,E,E,E,W,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
10,-1,10,-1,10,-1,10,-5,1100,W,E,E,E,E,W,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
10,-1,10,-1,10,-1,9,-5,1100,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
8,-1,8,-1,8,-1,8,-5,1100,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
8,-1,8,-1,8,-1,7,-5,1100,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
6,-1,6,-1,6,-1,6,-5,1100,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
6,-1,6,-1,6,-1,6,-5,1100,E,E,E,E,W,E,E,E,E,W,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
5,-1,5,-1,5,-1,4,-5,1100,E,E,E,W,W,E,E,E,W,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
4,0,4,0,4,0,2,-5,1100,E,E,W,W,W,E,E,W,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
3,-1,3,-1,3,-1,1,-5,1100,E,W,W,W,E,E,W,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
2,0,2,0,2,0,0,-6,1100,W,W,W,E,E,W,E,E,E,E,E,E,E,E,G,W,W,W,W,W,W,W,W,W,W,East
1,0,1,0,1,0,-2,-6,1100,W,W,E,E,E,E,E,E,E,E,E,E,E,G,E,W,W,W,W,W,W,W,W,W,W,East
-2,-6,-2,-6,-2,-6,-2,-6,1110,W,E,E,E,W,E,E,E,E,W,E,E,E,E,W,W,W,W,W,W,W,W,W,W,W,South
-2,-5,-2,-5,-2,-5,-2,-5,1110,E,E,E,E,W,W,E,E,E,W,E,E,E,E,W,E,E,E,E,W,W,W,W,W,W,West
0,-5,0,-5,0,-5,0,-5,1110,E,E,E,E,E,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,South
-1,-4,-1,-4,-1,-4,-1,-4,1110,W,W,W,E,E,E,E,E,E,E,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,South
-1,-3,-1,-3,-1,-3,-1,-3,1110,W,E,E,E,E,W,W,W,E,E,E,E,E,E,E,W,W,E,E,E,E,E,E,E,E,West
1,-3,1,-3,1,-3,1,-3,1110,E,W,E,E,E,E,W,W,W,E,E,E,E,E,E,W,W,W,E,E,W,E,E,E,E,West
2,-2,2,-2,2,-2,2,-2,1110,E,E,W,E,G,E,E,W,W,W,E,E,E,E,E,E,W,W,W,E,E,W,E,E,E,West
3,-2,3,-2,3,-2,3,-2,1110,E,E,E,W,E,E,E,E,W,W,E,E,E,E,E,E,E,W,W,W,E,E,W,E,E,South
4,-1,4,-1,4,-1,4,-1,1110,E,E,E,E,E,E,E,E,W,E,E,E,E,W,W,E,E,E,E,E,E,E,W,W,W,South
4,-1,4,-1,4,-1,4,-1,1110,W,W,W,W,W,E,E,E,E,E,E,E,E,W,E,E,E,E,W,W,E,E,E,E,E,South
5,0,5,0,5,0,5,0,1110,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,W,E,E,E,E,W,W,East
4,0,4,0,4,0,4,0,1110,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,W,E,E,E,E,W,W,W,East
3,0,3,0,3,0,3,0,1110,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,W,E,E,E,E,W,W,W,E,East
2,0,2,0,2,0,2,0,1110,W,W,W,W,W,W,W,W,W,W,E,E,E,E,G,W,E,E,E,E,W,W,W,E,E,East
-7,3,-6,5,5,5,7,3,0,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,North
-8,2,-6,5,6,4,7,2,0,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
-9,2,-8,5,5,4,5,2,0,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
-10,1,-9,4,4,5,4,2,0,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
-11,1,-10,5,3,4,3,2,0,W,W,W,W,W,E,E,E,E,E,E,E,E,E,W,E,E,E,E,W,E,E,E,E,E,East
-12,0,-12,5,2,5,2,2,0,W,W,W,W,W,E,E,E,E,E,E,E,E,W,E,E,E,E,W,W,E,E,E,E,G,North
-13,-1,-11,4,2,3,3,1,0,E,E,E,E,E,E,E,E,W,E,E,E,E,W,W,E,E,E,E,E,E,E,W,W,W,North
-13,-3,-11,2,3,2,4,0,0,E,E,E,W,E,E,E,E,W,W,E,E,E,E,E,E,E,W,W,W,E,E,W,E,E,East
-13,-3,-12,3,2,3,3,-1,0,E,E,W,E,E,E,E,W,W,W,E,E,E,E,E,E,W,W,W,E,E,W,E,E,E,East
-14,-2,-13,3,1,3,2,-1,0,E,W,E,E,E,E,W,W,W,G,E,E,E,E,E,W,W,W,E,E,W,E,E,E,E,East
-15,-3,-13,3,1,3,2,-1,0,W,E,E,E,E,W,W,W,E,G,E,E,E,E,E,W,W,E,E,E,E,E,E,E,E,North
-15,-4,-14,2,0,2,2,-3,0,W,W,W,E,E,E,E,E,E,E,W,W,E,E,E,E,E,E,E,E,E,E,G,E,E,North
-16,-5,-13,1,1,1,2,-5,0,E,E,E,E,E,W,W,E,E,E,E,E,E,E,E,E,E,E,G,E,W,W,W,W,W,North
-16,-5,-14,0,1,0,2,-6,0,W,W,E,E,E,E,E,E,E,E,E,E,E,G,E,W,W,W,W,W,W,W,W,W,W,East
-17,-5,-16,0,-17,-5,1,-5,10,W,E,E,E,W,E,E,E,E,W,E,E,E,E,W,W,W,W,W,W,W,W,W,W,W,East
-18,-5,-16,0,-18,-5,0,-6,10,E,E,E,W,W,E,E,E,W,W,E,E,E,W,W,W,W,W,W,W,W,W,W,W,W,South
-18,-3,-16,1,-18,-3,0,-4,10,E,E,E,W,W,E,E,E,W,W,E,E,E,W,W,E,E,E,W,W,W,W,W,W,W,South
-18,-2,-16,1,-18,-2,0,-4,10,W,E,E,W,W,E,E,E,W,W,E,E,E,W,W,E,E,E,W,W,E,E,E,W,W,South
-18,-1,-17,2,-18,-1,0,-3,10,E,E,E,W,W,W,E,E,W,W,E,E,E,W,W,E,E,E,W,W,E,E,E,W,W,South
-18,1,-17,3,-18,1,0,-2,10,E,E,G,W,W,E,E,E,W,W,W,E,E,W,W,E,E,E,W,W,E,E,E,W,W,South
-18,2,-17,3,-18,2,-18,2,11,W,W,W,W,W,E,E,E,W,W,E,E,E,W,W,W,E,E,W,W,E,E,E,W,W,West
-17,2,-17,3,-17,2,-17,2,11,W,W,W,W,W,E,E,E,E,W,E,E,E,E,W,W,W,E,E,W,E,E,E,E,W,North
-17,0,-17,2,-17,0,-17,0,11,E,E,E,E,W,E,E,E,E,W,W,W,E,E,W,E,E,E,E,W,W,E,E,E,W,North
-17,-2,-16,1,-17,-2,-17,-2,11,E,E,E,E,W,W,W,E,E,W,E,E,E,E,W,W,E,E,E,W,E,E,E,E,W,North
-17,-3,-17,0,-17,-3,-17,-3,11,W,W,E,E,W,E,E,E,E,W,W,E,E,E,W,E,E,E,E,W,E,E,E,E,W,West
-16,-3,-16,0,-16,-3,-16,-3,11,W,W,W,E,E,E,E,E,E,E,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,South
-16,-1,-16,2,-16,-1,-16,-1,11,W,E,E,E,E,W,W,W,E,E,E,E,E,E,E,W,W,E,E,E,E,E,E,E,E,West
-15,-2,-15,1,-15,-2,-15,-2,11,E,W,E,E,E,E,W,W,W,E,E,E,E,E,E,W,W,W,E,E,W,E,E,E,E,West
-14,-3,-14,2,-14,-3,-14,-3,11,E,E,W,E,E,E,E,W,W,W,E,E,E,E,E,E,W,W,W,E,E,W,E,E,E,West
-13,-3,-13,2,-13,-3,-13,-3,11,E,E,E,W,E,E,E,E,W,W,E,E,E,E,E,E,E,W,W,W,E,E,W,E,E,West
-11,-3,-11,2,-11,-3,-11,-3,11,E,E,E,E,W,E,E,E,E,W,E,E,E,E,E,E,E,E,W,W,E,E,E,W,E,North
-12,-4,-11,2,-12,-4,-12,-4,11,E,E,E,E,W,E,E,E,E,E,E,E,E,W,W,E,E,E,W,E,E,E,E,E,E,North
-12,-4,-11,0,-12,-4,-12,-4,11,E,E,E,E,E,E,E,E,W,W,E,E,E,W,E,E,E,E,E,E,W,W,W,W,W,West
-10,-4,-11,0,-10,-4,-10,-4,11,E,E,E,E,E,E,E,E,E,W,E,E,E,E,W,E,E,E,E,E,W,W,W,W,W,West
-8,-4,-10,-1,-8,-4,-8,-4,11,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,South
-9,-3,-10,0,-9,-3,-9,-3,11,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
-8,-4,-9,1,-8,-4,-8,-4,11,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,North
-8,-4,-9,1,-8,-4,-8,-4,11,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,North
-8,-5,-9,0,-8,-5,-8,-5,11,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
-6,-5,-8,-1,-6,-5,-6,-5,11,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,South
-5,-4,-8,-1,-5,-4,-5,-4,11,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,South
-5,-4,-8,0,-5,-4,-5,-4,11,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
-3,-4,-6,0,-3,-4,-3,-4,11,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
-2,-4,-5,1,-2,-4,-2,-4,11,W,E,E,E,E,E,E,E,E,E,W,E,E,E,E,W,E,E,E,E,E,E,E,E,E,West
-1,-4,-4,1,-1,-4,-1,-4,11,W,W,E,E,E,E,E,E,E,E,W,W,E,E,E,E,W,E,E,E,E,E,E,E,E,South
-2,-3,-4,1,-2,-3,-2,-3,11,E,W,E,E,E,W,W,E,E,E,E,E,E,E,E,W,W,E,E,E,E,W,E,E,E,West
-2,-3,-3,0,-2,-3,-2,-3,11,E,E,W,E,E,W,W,W,E,E,E,E,E,E,E,W,W,W,E,E,E,E,W,E,E,West
0,-3,-1,0,0,-3,0,-3,11,E,E,E,W,E,E,W,W,W,E,E,G,E,E,E,E,W,W,W,E,E,E,E,W,E,West
1,-3,1,-3,1,-3,1,-3,111,E,E,E,E,W,E,E,W,W,W,E,E,E,E,E,E,E,W,W,W,E,E,E,E,W,West
3,-3,3,-3,3,-3,3,-3,111,W,E,E,E,E,W,E,E,W,W,W,E,E,E,E,W,E,E,W,W,W,E,E,E,E,South
2,-2,2,-2,2,-2,2,-2,111,W,E,E,E,G,W,E,E,E,E,W,E,E,W,W,W,E,E,E,E,W,E,E,W,W,South
1,-1,1,-1,1,-1,1,-1,111,W,W,W,W,W,W,E,E,G,E,W,E,E,E,E,W,E,E,W,W,W,E,E,E,E,East
-1,-1,-1,-1,-1,-1,-1,-1,111,W,W,W,W,W,E,G,E,E,E,E,E,E,E,W,E,E,W,W,W,E,E,E,E,E,South
-2,0,-2,0,-2,0,-2,0,111,E,W,G,W,G,W,W,W,W,W,G,E,E,E,E,E,E,E,E,W,E,E,W,W,W,West
-1,1,-1,1,-1,1,-1,1,111,W,E,W,G,W,W,W,W,W,W,W,E,E,E,E,W,G,E,E,E,W,E,E,W,W,North
-1,-1,-1,-1,-1,-1,-1,-1,111,W,W,W,W,W,W,G,E,E,E,W,E,E,E,E,W,E,E,W,W,W,E,E,E,E,West
1,-1,1,-1,1,-1,1,-1,111,W,W,W,W,W,W,W,E,G,E,W,W,E,E,E,W,W,E,E,W,W,W,E,E,E,South
2,0,2,0,2,0,2,0,111,W,W,E,W,G,W,W,W,W,W,W,W,E,E,G,W,W,E,E,E,W,W,E,E,W,East
2,0,2,0,2,0,2,0,111,W,E,W,G,W,W,W,W,W,W,W,E,E,E,G,W,E,E,E,E,W,E,E,W,W,East
-8,2,-8,3,-6,2,9,-3,0,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,North
-8,0,-8,1,-7,1,9,-4,0,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
-7,-1,-8,1,-6,2,10,-4,0,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,South
-8,0,-8,3,-7,3,9,-3,0,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
-7,0,-7,2,-6,2,10,-3,0,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
-6,1,-6,3,-4,2,12,-3,0,W,E,E,E,E,W,E,E,E,E,E,E,E,E,E,W,E,E,E,E,W,E,E,E,E,North
-6,-1,-5,2,-4,2,12,-4,0,W,E,E,E,E,E,E,E,E,E,W,E,E,E,E,W,E,E,E,E,E,E,E,E,E,North
-6,-3,-5,1,-4,1,12,-4,0,E,E,E,E,E,W,E,E,E,E,W,E,E,E,E,E,E,E,E,E,W,W,W,W,W,North
-5,-4,-4,0,-5,0,12,-4,0,W,E,E,E,E,W,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
-4,-3,-4,0,-5,0,13,-5,0,W,W,E,E,E,E,W,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
-2,-3,-3,0,-4,-1,14,-6,0,W,W,W,E,E,E,E,W,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
-2,-3,-2,-1,-3,0,14,-6,0,E,W,W,W,E,G,E,E,W,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,South
-2,-2,-1,0,-3,0,14,-5,0,G,E,E,E,E,E,W,W,W,E,E,G,E,W,E,E,E,E,E,E,W,W,W,W,W,West
-1,-2,-1,-2,-2,0,14,-5,100,E,G,E,E,E,E,E,W,W,W,G,E,E,E,W,E,E,E,E,E,W,W,W,W,W,West
0,-3,0,-3,0,-3,16,-5,110,W,E,E,E,E,W,E,E,W,W,W,E,E,E,E,W,E,E,E,E,W,W,W,W,W,South
-1,-2,-1,-2,-1,-2,17,-4,110,W,G,E,W,W,W,E,E,E,E,W,E,E,W,W,W,E,E,E,E,W,E,E,E,E,West
0,-2,0,-2,0,-2,18,-3,110,W,W,G,E,W,W,W,E,E,E,W,W,E,E,W,W,W,E,E,E,W,W,E,E,E,South
0,-2,0,-2,0,-2,18,-2,110,W,W,G,E,E,W,W,E,E,W,W,W,E,E,E,W,W,E,E,W,W,W,E,E,E,South
0,-2,0,-2,0,-2,17,-1,110,W,W,G,E,E,W,W,E,E,E,W,W,E,E,W,W,W,E,E,E,W,W,E,E,W,South
1,-1,1,-1,1,-1,17,-1,110,W,W,W,W,W,W,W,E,G,E,W,W,E,E,E,W,W,E,E,W,W,W,E,E,E,East
-1,-1,-1,-1,-1,-1,17,-1,110,W,W,W,W,W,W,G,E,E,E,W,E,E,E,E,W,E,E,W,W,W,E,E,E,E,South
17,0,17,0,17,0,17,0,1110,W,G,W,G,W,W,W,W,W,W,W,E,E,E,E,W,E,E,E,E,W,E,E,W,W,East
16,0,16,0,16,0,16,0,1110,G,W,G,W,G,W,W,W,W,W,E,E,E,E,E,E,E,E,E,W,E,E,W,W,W,East
15,0,15,0,15,0,15,0,1110,W,G,W,G,W,W,W,W,W,W,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,East
14,0,14,0,14,0,14,0,1110,G,W,G,W,E,W,W,W,W,W,E,E,E,E,E,E,E,W,E,E,W,W,W,E,E,East
13,0,13,0,13,0,13,0,1110,W,G,W,E,W,W,W,W,W,W,E,E,E,E,E,E,W,E,E,E,W,W,E,E,E,East
12,1,12,1,12,1,12,1,1110,G,W,E,W,W,W,W,W,W,W,E,E,E,E,E,W,E,E,E,E,W,E,E,E,E,East
11,1,11,1,11,1,11,1,1110,W,E,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
10,0,10,0,10,0,10,0,1110,E,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
9,1,9,1,9,1,9,1,1110,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
8,2,8,2,8,2,8,2,1110,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
7,2,7,2,7,2,7,2,1110,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
5,2,5,2,5,2,5,2,1110,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,W,E,E,E,E,W,East
4,1,4,1,4,1,4,1,1110,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,W,E,E,E,E,W,W,East
3,2,3,2,3,2,3,2,1110,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,W,E,E,E,E,W,W,W,East
2,2,2,2,2,2,2,2,1110,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,W,E,E,E,E,W,W,W,G,North
2,1,2,1,2,1,2,1,1110,W,W,W,W,W,E,E,E,E,E,E,W,E,E,E,E,W,W,W,G,E,E,E,E,E,East
1,1,1,1,1,1,1,1,1110,W,W,W,W,W,E,E,E,E,E,W,E,E,E,E,W,W,W,G,E,E,E,E,E,E,East
