@relation BasicAgentAAtraining-data

@attribute ghostVector1x NUMERIC
@attribute ghostVector1y NUMERIC
@attribute ghostVector2x NUMERIC
@attribute ghostVector2y NUMERIC
@attribute ghostVector3x NUMERIC
@attribute ghostVector3y NUMERIC
@attribute ghostVector4x NUMERIC
@attribute ghostVector4y NUMERIC
@attribute aliveGhost{1111,1110,1100,1101,1011,1001,1010,1000,111,110,101,100,11,10,1,0}
@attribute score NUMERIC
@attribute minimap1 {W,E,G}
@attribute minimap2 {W,E,G}
@attribute minimap3 {W,E,G}
@attribute minimap4 {W,E,G}
@attribute minimap5 {W,E,G}
@attribute minimap6 {W,E,G}
@attribute minimap7 {W,E,G}
@attribute minimap8 {W,E,G}
@attribute minimap9 {W,E,G}
@attribute minimap10 {W,E,G}
@attribute minimap11 {W,E,G}
@attribute minimap12 {W,E,G}
@attribute minimap13 {W,E,G}
@attribute minimap14 {W,E,G}
@attribute minimap15 {W,E,G}
@attribute minimap16 {W,E,G}
@attribute minimap17 {W,E,G}
@attribute minimap18 {W,E,G}
@attribute minimap19 {W,E,G}
@attribute minimap20 {W,E,G}
@attribute minimap21 {W,E,G}
@attribute minimap22 {W,E,G}
@attribute minimap23 {W,E,G}
@attribute minimap24 {W,E,G}
@attribute minimap25 {W,E,G}
@attribute isGhostNorth {True, False}
@attribute isGhostSouth {True, False}
@attribute isGhostEast  {True, False}
@attribute isGhostWest  {True, False}
@attribute isFoodNorth  {True, False}
@attribute isFoodSouth  {True, False}
@attribute isFoodEast   {True, False}
@attribute isFoodWest   {True, False}
@attribute action{Stop,South,North,West,East}
@attribute nextScore NUMERIC

@data
-5,7,0,3,-5,7,-5,7,11,318,E,W,W,W,W,E,E,E,E,E,E,W,E,W,W,E,W,E,E,E,E,W,W,W,W,False,False,False,False,False,False,False,False,North,317
-5,6,0,2,-5,6,-5,6,11,317,E,E,E,E,E,E,W,E,W,W,E,W,E,E,E,E,W,W,W,W,E,E,G,E,E,False,False,False,False,False,False,False,False,East,316
-6,6,-1,2,-6,6,-6,6,11,316,E,E,E,E,E,W,E,W,W,W,W,E,E,E,E,W,W,W,W,W,E,G,E,E,E,False,False,False,False,False,False,False,False,East,315
-7,6,-2,2,-7,6,-7,6,11,315,E,E,E,E,E,E,W,W,W,W,E,E,E,E,W,W,W,W,W,W,G,E,E,E,W,False,False,False,False,False,False,False,False,East,314
-8,6,-3,2,-8,6,-8,6,11,314,E,E,E,E,E,W,W,W,W,E,E,E,E,W,E,W,W,W,W,E,E,E,E,W,E,False,False,False,False,False,False,False,False,West,313
-7,6,-2,2,-7,6,-7,6,11,313,E,E,E,E,E,E,W,W,W,W,E,E,E,E,W,W,W,W,W,W,G,E,E,E,W,False,False,False,False,False,False,False,False,West,312
-6,6,-1,2,-6,6,-6,6,11,312,E,E,E,E,E,W,E,W,W,W,W,E,E,E,E,W,W,W,W,W,E,G,E,E,E,False,False,False,False,False,False,False,False,West,311
-5,6,0,2,-5,6,-5,6,11,311,E,E,E,E,E,E,W,E,W,W,E,W,E,E,E,E,W,W,W,W,E,E,G,E,E,False,False,False,False,False,False,False,False,South,310
-5,7,0,3,-5,7,-5,7,11,310,E,W,W,W,W,E,E,E,E,E,E,W,E,W,W,E,W,E,E,E,E,W,W,W,W,False,False,False,False,False,False,False,False,South,309
-5,8,0,4,-5,8,-5,8,11,309,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,W,E,W,W,E,W,E,E,E,False,False,False,False,False,False,False,False,East,308
-6,8,-1,4,-6,8,-6,8,11,308,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,W,E,W,W,W,W,E,E,E,E,False,False,False,False,False,False,False,False,East,307
-7,8,-2,4,-7,8,-7,8,11,307,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,W,W,W,W,E,E,E,E,W,False,False,False,False,False,False,False,False,East,306
-8,8,-3,4,-8,8,-8,8,11,306,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,W,W,W,W,E,E,E,E,W,E,False,False,False,False,False,False,False,False,East,305
-9,8,-4,4,-9,8,-9,8,11,305,E,E,E,E,W,W,W,W,E,W,E,E,E,E,W,W,W,W,E,W,E,E,W,E,E,False,False,False,False,False,False,False,False,East,304
-10,8,-5,4,-10,8,-10,8,11,304,E,E,E,W,E,W,W,E,W,E,E,E,E,W,E,W,W,E,W,E,E,W,E,E,E,False,False,False,False,False,False,False,False,North,303
-10,7,-5,3,-10,7,-10,7,11,303,W,W,E,W,E,E,E,E,W,E,W,W,E,W,E,E,W,E,E,E,W,W,E,W,E,False,False,False,False,False,False,False,False,North,302
-10,6,-5,2,-10,6,-10,6,11,302,E,E,E,W,E,W,W,E,W,E,E,W,E,E,E,W,W,E,W,E,E,W,E,W,E,False,False,False,False,False,False,False,False,North,301
-10,5,-5,1,-10,5,-10,5,11,301,W,W,E,W,E,E,W,E,E,E,W,W,E,W,E,E,W,E,W,E,W,W,E,W,W,False,False,False,False,False,False,False,False,North,300
-10,4,-5,0,-10,4,-10,4,11,300,E,W,E,E,E,W,W,E,W,E,E,W,E,W,E,W,W,E,W,W,W,E,E,E,E,False,False,False,False,False,False,False,False,North,299
-10,3,-5,-1,-10,3,-10,3,11,299,W,W,E,W,E,E,W,E,W,E,W,W,E,W,W,W,E,E,E,E,W,W,E,W,E,False,False,False,False,False,False,False,False,North,298
-10,2,-5,-2,-10,2,-10,2,11,298,E,W,E,W,E,W,W,E,W,W,W,E,E,E,E,W,W,E,W,E,E,E,E,E,E,False,False,False,False,False,False,False,False,West,297
-9,2,-4,-2,-9,2,-9,2,11,297,E,E,W,E,W,E,W,W,E,W,E,W,E,E,E,E,W,W,E,W,E,E,E,E,E,False,False,False,False,False,False,False,False,East,296
-10,2,-5,-2,-10,2,-10,2,11,296,E,W,E,W,E,W,W,E,W,W,W,E,E,E,E,W,W,E,W,E,E,E,E,E,E,False,False,False,False,False,False,False,False,South,295
-10,3,-5,-1,-10,3,-10,3,11,295,W,W,E,W,E,E,W,E,W,E,W,W,E,W,W,W,E,E,E,E,W,W,E,W,E,False,False,False,False,False,False,False,False,South,294
-10,4,-5,0,-10,4,-10,4,11,294,E,W,E,E,E,W,W,E,W,E,E,W,E,W,E,W,W,E,W,W,W,E,E,E,E,False,False,False,False,False,False,False,False,South,293
-10,5,-5,1,-10,5,-10,5,11,293,W,W,E,W,E,E,W,E,E,E,W,W,E,W,E,E,W,E,W,E,W,W,E,W,W,False,False,False,False,False,False,False,False,South,292
-10,6,-5,2,-10,6,-10,6,11,292,E,E,E,W,E,W,W,E,W,E,E,W,E,E,E,W,W,E,W,E,E,W,E,W,E,False,False,False,False,False,False,False,False,East,291
-11,6,-6,2,-11,6,-11,6,11,291,E,E,W,E,E,W,E,W,E,E,W,E,E,E,E,W,E,W,E,E,W,E,W,E,E,False,False,False,False,False,False,False,False,East,290
-12,6,-7,2,-12,6,-12,6,11,290,E,W,E,E,W,E,W,E,E,W,E,E,E,E,W,E,W,E,E,W,E,W,E,E,E,False,False,False,False,False,False,False,False,North,289
-12,5,-7,1,-12,5,-12,5,11,289,E,W,E,E,W,E,E,E,E,W,E,W,E,E,W,E,W,E,E,E,E,W,W,E,W,False,False,False,False,False,False,False,False,North,288
-12,4,-7,0,-12,4,-12,4,11,288,E,E,E,E,W,E,W,E,E,W,E,W,E,E,E,E,W,W,E,W,E,E,E,E,W,False,False,False,False,False,False,False,False,East,287
-13,4,-8,0,-13,4,-13,4,11,287,E,E,E,W,E,W,E,E,W,E,W,E,E,E,E,W,W,E,W,E,E,E,E,W,E,False,False,False,False,False,False,False,False,North,286
-13,3,-8,-1,-13,3,-13,3,11,286,W,E,E,W,E,W,E,E,E,E,W,W,E,W,E,E,E,E,W,E,W,E,W,W,E,False,False,False,False,False,False,False,False,North,285
-13,2,-8,-2,-13,2,-13,2,11,285,W,E,E,E,E,W,W,E,W,E,E,E,E,W,E,W,E,W,W,E,E,E,E,E,E,False,False,False,False,False,False,False,False,West,284
-12,2,-7,-2,-12,2,-12,2,11,284,E,W,E,E,E,E,W,W,E,W,E,E,E,E,W,E,W,E,W,W,E,E,E,E,E,False,False,False,False,False,False,False,False,West,283
-11,2,-6,-2,-11,2,-11,2,11,283,W,E,W,E,E,W,E,W,W,E,E,E,E,E,E,W,E,W,E,W,E,E,E,E,E,False,False,False,False,False,False,False,False,West,282
-10,2,-5,-2,-10,2,-10,2,11,282,E,W,E,W,E,W,W,E,W,W,W,E,E,E,E,W,W,E,W,E,E,E,E,E,E,False,False,False,False,False,False,False,False,South,281
-10,3,-5,-1,-10,3,-10,3,11,281,W,W,E,W,E,E,W,E,W,E,W,W,E,W,W,W,E,E,E,E,W,W,E,W,E,False,False,False,False,False,False,False,False,South,280
-10,4,-5,0,-10,4,-10,4,11,280,E,W,E,E,E,W,W,E,W,E,E,W,E,W,E,W,W,E,W,W,W,E,E,E,E,False,False,False,False,False,False,False,False,South,279
-10,5,-5,1,-10,5,-10,5,11,279,W,W,E,W,E,E,W,E,E,E,W,W,E,W,E,E,W,E,W,E,W,W,E,W,W,False,False,False,False,False,False,False,False,South,278
-10,6,-5,2,-10,6,-10,6,11,278,E,E,E,W,E,W,W,E,W,E,E,W,E,E,E,W,W,E,W,E,E,W,E,W,E,False,False,False,False,False,False,False,False,South,277
-10,7,-5,3,-10,7,-10,7,11,277,W,W,E,W,E,E,E,E,W,E,W,W,E,W,E,E,W,E,E,E,W,W,E,W,E,False,False,False,False,False,False,False,False,South,276
-10,8,-5,4,-10,8,-10,8,11,276,E,E,E,W,E,W,W,E,W,E,E,E,E,W,E,W,W,E,W,E,E,W,E,E,E,False,False,False,False,False,False,False,False,West,275
-9,8,-4,4,-9,8,-9,8,11,275,E,E,E,E,W,W,W,W,E,W,E,E,E,E,W,W,W,W,E,W,E,E,W,E,E,False,False,False,False,False,False,False,False,West,274
-8,8,-3,4,-8,8,-8,8,11,274,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,W,W,W,W,E,E,E,E,W,E,False,False,False,False,False,False,False,False,West,273
-7,8,-2,4,-7,8,-7,8,11,273,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,W,W,W,W,E,E,E,E,W,False,False,False,False,False,False,False,False,West,272
-6,8,-1,4,-6,8,-6,8,11,272,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,W,E,W,W,W,W,E,E,E,E,False,False,False,False,False,False,False,False,West,271
-5,8,0,4,-5,8,-5,8,11,271,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,W,E,W,W,E,W,E,E,E,False,False,False,False,False,False,False,False,North,270
-5,7,0,3,-5,7,-5,7,11,270,E,W,W,W,W,E,E,E,E,E,E,W,E,W,W,E,W,E,E,E,E,W,W,W,W,False,False,False,False,False,False,False,False,North,269
-5,6,0,2,-5,6,-5,6,11,269,E,E,E,E,E,E,W,E,W,W,E,W,E,E,E,E,W,W,W,W,E,E,G,E,E,False,False,False,False,False,False,False,False,East,268
-6,6,-1,2,-6,6,-6,6,11,268,E,E,E,E,E,W,E,W,W,W,W,E,E,E,E,W,W,W,W,W,E,G,E,E,E,False,False,False,False,False,False,False,False,East,267
-7,6,-2,2,-7,6,-7,6,11,267,E,E,E,E,E,E,W,W,W,W,E,E,E,E,W,W,W,W,W,W,G,E,E,E,W,False,False,False,False,False,False,False,False,East,266
-8,6,-3,2,-8,6,-8,6,11,266,E,E,E,E,E,W,W,W,W,E,E,E,E,W,E,W,W,W,W,E,E,E,E,W,E,False,False,False,False,False,False,False,False,West,265
-7,6,-2,2,-7,6,-7,6,11,265,E,E,E,E,E,E,W,W,W,W,E,E,E,E,W,W,W,W,W,W,G,E,E,E,W,False,False,False,False,False,False,False,False,West,264
-6,6,-1,2,-6,6,-6,6,11,264,E,E,E,E,E,W,E,W,W,W,W,E,E,E,E,W,W,W,W,W,E,G,E,E,E,False,False,False,False,False,False,False,False,West,263
-5,6,0,2,-5,6,-5,6,11,263,E,E,E,E,E,E,W,E,W,W,E,W,E,E,E,E,W,W,W,W,E,E,G,E,E,False,False,False,False,False,False,False,False,South,262
-5,7,0,3,-5,7,-5,7,11,262,E,W,W,W,W,E,E,E,E,E,E,W,E,W,W,E,W,E,E,E,E,W,W,W,W,False,False,False,False,False,False,False,False,South,261
-5,8,0,4,-5,8,-5,8,11,261,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,W,E,W,W,E,W,E,E,E,False,False,False,False,False,False,False,False,West,260
-4,8,1,4,-4,8,-4,8,11,260,W,E,E,E,E,W,E,W,W,W,E,E,E,E,E,E,E,W,E,W,E,E,W,E,E,False,False,False,False,False,False,False,False,West,259
-3,8,2,4,-3,8,-3,8,11,259,E,W,E,E,E,E,W,E,W,W,E,E,E,E,E,E,E,E,W,E,E,E,E,W,E,False,False,False,False,False,False,False,False,North,258
-3,7,2,3,-3,7,-3,7,11,258,E,W,E,W,W,E,E,E,E,E,E,E,E,W,E,E,E,E,W,E,E,E,E,W,W,False,False,False,False,False,False,False,False,North,257
-3,6,2,2,-3,6,-3,6,11,257,E,E,E,E,E,E,E,E,W,E,E,E,E,W,E,E,E,E,W,W,E,E,E,E,G,False,False,False,False,False,False,False,False,North,256
-3,5,2,1,-3,5,-3,5,11,256,E,E,E,W,E,E,E,E,W,E,E,E,E,W,W,E,E,E,E,G,W,W,E,W,W,False,False,False,False,False,False,False,False,North,255
-3,4,2,0,-3,4,-3,4,11,255,E,E,E,W,E,E,E,E,W,W,E,E,E,E,G,W,W,E,W,W,E,E,E,E,W,False,False,False,False,False,False,False,False,East,254
-4,4,1,0,-4,4,-4,4,11,254,E,E,W,E,E,E,E,W,W,W,E,E,E,G,E,W,E,W,W,E,E,E,E,W,E,False,False,True,False,False,False,False,False,East,453
-5,4,-5,4,-5,4,-5,4,111,453,E,W,E,E,E,E,W,W,W,W,E,E,E,E,E,E,W,W,E,E,E,E,W,E,E,False,False,False,False,False,False,False,False,East,452
-6,4,-6,4,-6,4,-6,4,111,452,W,E,E,E,E,W,W,W,W,W,E,E,E,E,E,W,W,E,E,W,E,W,E,E,W,False,False,False,False,False,False,False,False,North,451
-6,3,-6,3,-6,3,-6,3,111,451,W,W,W,W,W,E,E,E,E,E,W,W,E,E,W,E,W,E,E,W,W,W,E,E,W,False,False,False,False,False,False,False,False,North,450
-6,2,-6,2,-6,2,-6,2,111,450,E,E,E,E,E,W,W,E,E,W,E,W,E,E,W,W,W,E,E,W,E,E,E,E,E,False,False,False,False,False,False,False,False,North,449
-6,1,-6,1,-6,1,-6,1,111,449,W,W,E,E,W,E,W,E,E,W,W,W,E,E,W,E,E,E,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,North,448
-6,0,-6,0,-6,0,-6,0,111,448,E,W,E,E,W,W,W,E,E,W,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,False,False,False,False,False,False,False,False,West,447
-5,0,-5,0,-5,0,-5,0,111,447,E,E,W,E,E,E,W,W,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,False,False,False,False,False,False,False,False,West,446
-4,0,-4,0,-4,0,-4,0,111,446,E,E,E,W,E,W,E,W,W,E,W,E,E,E,E,W,W,W,W,W,W,W,W,W,W,False,False,False,False,False,False,False,False,West,445
-3,0,-3,0,-3,0,-3,0,111,445,E,E,E,E,W,E,W,E,W,W,E,W,E,E,E,W,W,W,W,W,W,W,W,W,W,False,False,False,False,False,False,False,False,South,444
-3,1,-3,1,-3,1,-3,1,111,444,W,W,E,W,W,E,E,E,E,W,E,W,E,W,W,E,W,E,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,South,443
-3,2,-3,2,-3,2,-3,2,111,443,E,E,E,E,E,W,W,E,W,W,E,E,E,E,W,E,W,E,W,W,E,W,E,E,E,False,False,False,False,False,False,False,False,West,442
-2,2,-2,2,-2,2,-2,2,111,442,E,E,E,E,E,E,W,W,E,W,E,E,E,E,E,W,E,W,E,W,G,E,W,E,E,False,False,False,False,False,False,False,False,West,441
-1,2,-1,2,-1,2,-1,2,111,441,E,E,E,E,E,W,E,W,W,E,W,E,E,E,E,W,W,E,W,E,E,G,E,W,E,False,False,False,False,False,False,False,False,North,440
-1,1,-1,1,-1,1,-1,1,111,440,W,E,W,W,E,W,E,E,E,E,W,W,E,W,E,E,G,E,W,E,W,W,W,W,W,False,False,False,False,False,False,False,False,North,439
-1,6,3,2,7,4,7,10,0,0,E,W,W,W,W,W,W,W,W,W,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,False,False,False,False,False,False,False,False,East,-1
-3,6,1,2,6,3,6,10,0,-1,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,W,W,W,W,W,E,E,E,G,E,False,False,False,False,False,False,False,False,East,-2
-3,6,1,2,5,2,5,10,0,-2,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,W,W,W,W,E,E,E,E,G,E,False,False,False,False,False,False,False,False,East,-3
-3,6,-1,2,3,2,4,10,0,-3,W,W,W,W,W,W,W,W,W,W,E,E,E,E,W,W,W,W,E,W,E,G,E,E,W,False,False,False,False,False,False,False,False,East,-4
-3,6,-3,2,2,3,2,10,0,-4,W,W,W,W,W,W,W,W,W,W,E,E,E,W,E,W,W,E,W,E,E,E,E,W,E,False,False,False,False,False,False,False,False,North,-5
-3,5,-3,1,2,3,1,9,0,-5,W,W,W,W,W,E,E,E,W,E,W,W,E,W,E,E,E,E,W,E,W,W,E,W,E,False,False,False,False,False,False,False,False,North,-6
-4,4,-2,0,2,1,2,8,0,-6,E,E,E,W,E,W,W,E,W,E,G,E,E,W,E,W,W,E,W,G,E,W,E,E,E,False,False,False,False,False,False,False,False,West,193
-3,4,-3,4,3,0,3,7,100,193,E,E,E,E,W,W,W,W,E,W,E,E,E,E,W,W,W,W,E,W,E,E,W,E,E,False,False,False,False,False,False,False,False,West,192
-2,5,-2,5,5,0,4,6,100,192,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,W,W,W,W,E,E,E,E,W,E,False,False,False,False,False,False,False,False,West,191
-1,5,-1,5,6,1,6,6,100,191,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,W,W,W,W,E,E,E,E,W,False,False,False,False,False,False,False,False,West,190
1,5,1,5,7,0,7,5,100,190,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,W,E,W,W,W,W,E,E,E,E,False,False,False,False,False,False,False,False,West,189
1,5,1,5,7,0,8,4,100,189,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,W,E,W,W,E,W,E,E,E,False,False,False,False,False,False,False,False,North,188
2,4,2,4,8,-1,9,3,100,188,E,W,W,W,W,E,E,E,E,E,E,W,E,W,W,E,W,E,E,E,E,W,W,W,W,False,False,False,False,False,False,False,False,North,187
2,4,2,4,8,-1,9,2,100,187,E,E,E,E,E,E,W,E,W,W,E,W,E,E,E,E,W,W,W,W,E,E,E,E,E,False,False,False,False,False,False,False,False,East,186
1,4,1,4,6,-1,7,2,100,186,E,E,E,E,E,W,E,W,W,W,W,E,E,E,E,W,W,W,W,W,E,E,E,E,E,False,False,False,False,False,False,False,False,East,185
0,5,0,5,5,0,5,2,100,185,E,E,E,E,E,E,W,W,W,W,E,E,E,E,W,W,W,W,W,W,E,E,E,E,W,False,False,False,False,False,False,False,False,East,184
-1,4,-1,4,4,-1,4,1,100,184,E,E,E,E,E,W,W,W,W,E,E,E,E,W,E,W,W,W,W,E,E,E,E,W,E,False,False,False,False,False,False,False,False,West,183
0,4,0,4,5,-1,5,0,100,183,E,E,E,E,E,E,W,W,W,W,E,E,E,E,W,W,W,W,W,W,E,E,E,E,W,False,False,False,False,False,False,False,False,West,182
1,4,1,4,7,-1,6,1,100,182,E,E,E,E,E,W,E,W,W,W,W,E,E,E,E,W,W,W,W,W,E,E,E,E,E,False,False,False,False,False,False,False,False,West,181
2,5,2,5,7,-1,7,0,100,181,E,E,E,E,E,E,W,E,W,W,E,W,E,E,E,E,W,W,W,W,E,E,E,E,E,False,False,False,False,False,False,False,False,South,180
2,5,2,5,8,0,7,0,100,180,E,W,W,W,W,E,E,E,E,E,E,W,E,W,W,E,W,E,E,E,E,W,W,W,W,False,False,False,False,False,False,False,False,South,179
2,5,2,5,8,2,8,1,100,179,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,W,E,W,W,E,W,E,E,E,False,False,False,False,False,False,False,False,East,178
0,5,0,5,7,2,7,2,100,178,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,W,E,W,W,W,W,E,E,E,E,False,False,False,False,False,False,False,False,East,177
0,5,0,5,5,2,6,3,100,177,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,W,W,W,W,E,E,E,E,W,False,False,False,False,False,False,False,False,East,176
-2,5,-2,5,4,1,4,3,100,176,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,W,W,W,W,E,E,E,E,W,E,False,False,False,False,False,False,False,False,East,175
-2,5,-2,5,3,2,3,2,100,175,E,E,E,E,W,W,W,W,E,W,E,E,E,E,W,W,W,W,E,W,E,E,W,E,E,False,False,False,False,False,False,False,False,East,174
-3,6,-3,6,2,1,1,2,100,174,E,E,E,W,E,W,W,E,W,E,E,E,E,W,E,W,W,E,W,G,E,W,E,G,E,False,False,False,False,False,False,False,False,North,173
-4,5,-4,5,2,1,1,1,100,173,W,W,E,W,E,E,E,E,W,E,W,W,E,W,E,E,W,E,G,G,W,W,E,W,E,False,False,False,False,False,False,False,False,North,172
-4,3,-4,3,2,1,2,0,100,172,E,E,E,W,E,W,W,E,W,E,E,W,E,E,G,W,W,E,W,G,E,W,E,W,E,False,False,False,False,False,False,False,False,East,171
-4,3,-4,3,1,1,1,-1,100,171,E,E,W,E,E,W,E,W,G,E,W,E,E,E,E,W,E,W,G,E,W,E,W,E,E,False,False,False,False,False,False,False,False,East,170
-5,4,-5,4,0,2,0,-2,100,170,E,W,G,E,W,E,W,E,E,W,E,E,E,E,W,E,W,E,E,W,E,W,G,E,E,False,False,False,False,False,False,False,False,North,169
-6,3,-6,3,1,1,0,-4,100,169,E,W,E,E,W,E,E,E,E,W,E,W,E,E,W,E,W,E,G,E,E,W,W,E,W,False,False,False,False,False,False,False,False,North,368
-6,3,-6,3,-6,3,0,-4,110,368,E,E,E,E,W,E,W,E,E,W,E,W,E,E,E,E,W,W,E,W,E,E,E,E,W,False,False,False,False,False,False,False,False,East,367
-7,2,-7,2,-7,2,-1,-5,110,367,E,E,E,W,E,W,E,E,W,E,W,E,E,E,E,W,W,E,W,E,E,E,E,W,E,False,False,False,False,False,False,True,False,South,366
-6,3,-6,3,-6,3,-1,-3,110,366,W,E,E,W,E,E,E,E,W,E,W,E,E,W,E,W,E,E,E,E,W,W,E,W,E,False,False,False,False,False,False,False,False,West,365
-5,3,-5,3,-5,3,0,-2,110,365,E,W,G,E,W,E,E,E,E,W,E,W,E,E,W,E,W,E,E,E,E,W,W,E,W,False,False,False,False,False,False,False,False,South,364
-5,3,-5,3,-5,3,0,-1,110,364,E,W,E,E,W,E,W,G,E,W,E,E,E,E,W,E,W,E,E,W,E,W,E,E,E,False,True,False,False,False,False,False,False,South,563
-5,4,-5,4,-5,4,-5,4,111,563,E,W,E,W,W,E,W,E,E,W,E,W,E,G,W,E,E,E,E,W,E,W,E,E,W,False,False,False,False,False,False,False,False,South,562
-5,4,-5,4,-5,4,-5,4,111,562,E,W,E,E,E,E,W,E,W,W,E,W,E,E,W,E,W,E,E,W,E,E,E,E,W,False,False,False,False,False,False,False,False,East,561
-5,4,-5,4,-5,4,-5,4,111,561,W,E,E,E,E,W,E,W,W,E,W,E,E,W,E,W,E,E,W,E,E,E,E,W,E,False,False,False,False,False,False,False,False,North,560
-5,3,-5,3,-5,3,-5,3,111,560,W,E,W,W,E,W,E,E,W,E,W,E,E,W,E,E,E,E,W,E,W,E,E,W,E,False,False,False,False,False,False,False,False,North,559
-5,2,-5,2,-5,2,-5,2,111,559,W,E,E,W,E,W,E,E,W,E,E,E,E,W,E,W,E,E,W,E,W,E,E,E,E,False,False,False,False,False,False,False,False,North,558
-5,1,-5,1,-5,1,-5,1,111,558,W,E,E,W,E,E,E,E,W,E,W,E,E,W,E,W,E,E,E,E,W,W,E,W,E,False,False,False,False,False,False,False,False,North,557
-6,0,-6,0,-6,0,-6,0,111,557,E,E,E,W,E,W,E,E,W,E,W,E,E,E,E,W,W,E,W,E,E,E,E,W,E,False,False,False,False,False,False,True,False,West,556
-5,1,-5,1,-5,1,-5,1,111,556,E,E,E,E,W,E,W,E,E,W,E,W,E,E,E,E,W,W,E,W,E,E,E,E,W,False,False,False,False,False,False,False,False,South,555
-5,2,-5,2,-5,2,-5,2,111,555,E,W,E,E,W,E,E,E,E,W,E,W,E,E,W,E,W,E,E,E,E,W,W,E,W,False,False,False,False,False,False,False,False,East,554
-6,3,-6,3,-6,3,-6,3,111,554,W,E,E,W,E,E,E,E,W,E,W,E,E,W,E,W,E,E,E,E,W,W,E,W,E,False,False,False,False,False,False,False,False,North,553
-7,2,-7,2,-7,2,-7,2,111,553,E,E,E,W,E,W,E,E,W,E,W,E,E,E,E,W,W,E,W,E,E,E,E,W,E,False,False,False,False,False,False,True,False,North,552
-7,0,-7,0,-7,0,-7,0,111,552,W,E,E,W,E,W,E,E,E,E,W,W,E,W,E,E,E,E,W,E,W,E,W,W,E,False,False,False,False,False,False,False,False,North,551
-7,-2,-7,-2,-7,-2,-7,-2,111,551,W,E,E,E,E,W,W,E,W,E,E,E,E,W,E,W,E,W,W,E,E,E,E,E,E,False,False,False,False,False,False,False,False,West,550
-5,-2,-5,-2,-5,-2,-5,-2,111,550,E,W,E,E,E,E,W,W,E,W,E,E,E,E,W,E,W,E,W,W,E,E,E,E,E,False,False,False,False,False,False,False,False,West,549
-4,-2,-4,-2,-4,-2,-4,-2,111,549,W,E,W,E,E,W,E,W,W,E,E,E,E,E,E,W,E,W,E,W,E,E,E,E,E,False,False,False,False,False,False,False,False,West,548
-3,-2,-3,-2,-3,-2,-3,-2,111,548,E,W,E,W,E,W,W,E,W,W,W,E,E,E,E,W,W,E,W,E,E,E,E,E,E,False,False,False,False,False,False,False,False,South,547
-2,-1,-2,-1,-2,-1,-2,-1,111,547,W,W,E,W,E,G,W,E,W,E,W,W,E,W,W,W,E,E,E,E,W,W,E,W,E,False,False,False,False,False,False,False,False,South,546
-3,0,-3,0,-3,0,-3,0,111,546,E,W,E,E,E,W,W,E,W,E,E,W,E,W,E,W,W,E,W,W,W,E,E,E,E,False,False,False,False,False,False,False,False,South,545
-2,1,-2,1,-2,1,-2,1,111,545,W,W,E,W,E,E,W,E,E,E,W,W,E,W,E,G,W,E,W,E,W,W,E,W,W,False,False,False,False,False,False,False,False,South,544
-2,2,-2,2,-2,2,-2,2,111,544,E,E,E,W,E,W,W,E,W,E,E,W,E,E,E,W,W,E,W,E,G,W,E,W,E,False,False,False,False,False,False,False,False,East,543
-3,2,-3,2,-3,2,-3,2,111,543,E,E,W,E,E,W,E,W,E,E,W,E,E,E,E,W,E,W,E,E,W,E,W,E,E,False,False,False,False,False,False,False,False,East,542
-5,2,-5,2,-5,2,-5,2,111,542,E,W,E,E,W,E,W,E,E,W,E,E,E,E,W,E,W,E,E,W,E,W,E,E,E,False,False,False,False,False,False,False,False,North,541
-5,2,-5,2,-5,2,-5,2,111,541,E,W,E,E,W,E,E,E,E,W,E,W,E,E,W,E,W,E,E,E,E,W,W,E,W,False,False,False,False,False,False,False,False,North,540
-5,1,-5,1,-5,1,-5,1,111,540,E,E,E,E,W,E,W,E,E,W,E,W,E,E,E,E,W,W,E,W,E,E,E,E,W,False,False,False,False,False,False,False,False,East,539
